Nome_Companhia,CNPJ_Companhia,Categoria,Tipo,Assunto,Data_Referencia,Data_Entrega,Link_Download
PETRO RIO S.A.,10.629.105/0001-68,Fato Relevante,,Resultado de Perfuração em Polvo,2021-05-10,2021-05-10,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=865132&numSequencia=389869&numVersao=1
PETRO RIO S.A.,10.629.105/0001-68,Fato Relevante,,EMISSÃO DE NOTAS REPRESENTATIVAS DA DÍVIDA,2021-05-27,2021-05-27,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=871429&numSequencia=396166&numVersao=1
PETRO RIO S.A.,10.629.105/0001-68,Fato Relevante,,EMISSÃO DE NOTAS REPRESENTATIVAS DA DÍVIDA | PRECIFICAÇÃO,2021-06-02,2021-06-02,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=873285&numSequencia=398022&numVersao=1
PETRO RIO S.A.,10.629.105/0001-68,Fato Relevante,,CONCLUSÃO DE AQUISIÇÃO DE PARTICIPAÇÕES EM WAHOO E ITAIPU,2021-06-17,2021-06-17,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=877117&numSequencia=401854&numVersao=1
PETRO RIO S.A.,10.629.105/0001-68,Fato Relevante,,APROVAÇÃO DO PLANO DE DESENVOLVIMENTO DO CAMPO DE FRADE,2021-06-24,2021-06-24,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=878712&numSequencia=403449&numVersao=1
PETRO RIO S.A.,10.629.105/0001-68,Fato Relevante,,CONCLUSÃO DE AQUISIÇÃO DE PARTICIPAÇÃO EM WAHOO,2021-07-08,2021-07-08,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=882543&numSequencia=407280&numVersao=1
PETRO RIO S.A.,10.629.105/0001-68,Fato Relevante,,CONCLUSÃO DO TIEBACK ENTRE POLVO E TUBARÃO MARTELO,2021-07-14,2021-07-14,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=883878&numSequencia=408615&numVersao=1
PETRO RIO S.A.,10.629.105/0001-68,Fato Relevante,,REDUÇÃO DE ALÍQUOTA DE ROYALTIES DE TUBARÃO MARTELO,2021-07-29,2021-07-29,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=887485&numSequencia=412222&numVersao=1
PETRO RIO S.A.,10.629.105/0001-68,Fato Relevante,,INÍCIO DE PRODUÇÃO DO POÇO TBMT-10H,2021-10-26,2021-10-26,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=910139&numSequencia=434873&numVersao=1
PETRO RIO S.A.,10.629.105/0001-68,Fato Relevante,,Processo de Desinvestimento de Albacora,2021-11-05,2021-11-05,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=913616&numSequencia=438350&numVersao=1
PETRO RIO S.A.,10.629.105/0001-68,Fato Relevante,,Declaração de Comercialidade de Wahoo,2021-12-22,2021-12-22,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=928076&numSequencia=452810&numVersao=1
PRIO S.A.,10.629.105/0001-68,Fato Relevante,,Início de Arbitragem,2022-02-14,2022-02-14,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=943462&numSequencia=468196&numVersao=1
PRIO S.A.,10.629.105/0001-68,Fato Relevante,,Mudança de moeda funcional,2022-03-30,2022-03-30,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=961441&numSequencia=486175&numVersao=1
PRIO S.A.,10.629.105/0001-68,Fato Relevante,,Desinvestimento de Manati,2022-04-19,2022-04-19,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=968421&numSequencia=493155&numVersao=1
PRIO S.A.,10.629.105/0001-68,Fato Relevante,,Licença de Operação - Frade,2022-04-25,2022-04-25,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=970078&numSequencia=494812&numVersao=1
